,Id,Price,Year_model,Mileage,Make
375808,381175,16995,2012,109000,Honda
985794,991162,33995,2013,72849,Mercedes-Benz
938997,944365,32900,2015,25545,Lexus
536943,542310,53400,2017,27256,Chevrolet
1191068,1207856,12998,2017,15080,Volkswagen
527331,532698,24895,2013,59757,Chevrolet
120903,120904,25301,2016,16682,Chevrolet
884535,889902,28995,2012,92503,Jeep
928751,934118,19988,2013,82840,Lexus
221762,221763,7995,2011,103000,Kia
810652,816019,14944,2016,10646,Hyundai
987431,992799,38950,2014,63388,Mercedes-Benz
135360,135361,15000,2014,32412,Chevrolet
647890,653257,7999,2012,112528,Ford
698235,703602,42997,2015,25118,Ford
364887,370254,7881,2010,130767,Honda
209514,209515,18977,2011,97611,Jeep
242890,242891,25900,2015,13088,Lincoln
299764,301600,27994,2012,36879,Ram
760662,766029,18000,2016,12885,Honda
1011323,1016691,13500,2014,35501,Nissan
1129897,1145026,15990,2015,55739,Toyota
201728,201729,27995,2014,20175,Acura
255574,255575,19995,2013,94750,Mercedes-Benz
821684,827051,10493,2011,99988,Hyundai
307806,311856,22505,2016,18586,Subaru
999792,1005160,6444,2008,120794,Mitsubishi
132141,132142,9995,2015,53023,Chevrolet
133294,133295,18533,2017,18983,Chevrolet
208973,208974,22968,2013,57397,Jeep
794897,800264,12700,2017,34941,Hyundai
857113,862480,7991,2012,122964,Jeep
315654,319704,13990,2015,26328,Toyota
531005,536372,32900,2014,36620,Chevrolet
1207683,1224475,11977,2010,84983,Volkswagen
956456,961824,3995,2004,126800,Mazda
695962,701329,40740,2015,42544,Ford
832334,837701,23995,2016,25847,INFINITI
1053676,1059044,23195,2014,33169,Nissan
369716,375083,19300,2014,45311,Honda
462860,468227,12988,2016,17164,Chevrolet
62812,62813,6999,2013,61984,Ford
492479,497846,26995,2014,15576,Chevrolet
747697,753064,13954,2015,35279,Honda
910120,915487,7995,2004,83471,Kia
771083,776450,19998,2014,53678,Honda
344576,349816,7881,2009,128736,Toyota
661902,667269,11990,2001,94408,Ford
197157,197158,37611,2017,6201,Audi
1089736,1104865,6991,2007,96458,Scion
121113,121114,15999,2015,22218,Chevrolet
564324,569691,15995,2013,36487,Dodge
5517,5518,18684,2017,2809,Honda
428636,434003,22500,2013,41953,Cadillac
14655,14656,30020,2015,22843,GMC
664372,669739,18877,2008,132967,Ford
437026,442393,15500,2015,12597,Chevrolet
538166,543533,49437,2016,68502,Chevrolet
422425,427792,24991,2014,34738,Cadillac
620588,625955,14750,2014,46031,Ford
257394,257395,41991,2016,26939,Mercedes-Benz
201599,201600,10990,2010,137136,Acura
122300,122301,9480,2015,54113,Chevrolet
584133,589500,32997,2014,1756,Dodge
86360,86361,23994,2015,34327,Chrysler
642459,647826,9995,2009,128672,Ford
157874,157875,35500,2015,32077,BMW
324728,328778,17195,2014,64138,Toyota
9905,9906,46987,2017,11471,GMC
785990,791357,23995,2014,85151,Honda
330863,334946,6685,2004,107151,Toyota
183277,183278,28995,2017,10881,Acura
598999,604366,16000,2016,15960,Ford
1190412,1207200,14500,2016,19943,Volkswagen
144309,144310,10495,2009,84965,Buick
116112,116113,14397,2016,18879,Chevrolet
590135,595502,32203,2014,51873,Dodge
1077703,1084281,19489,2012,59670,Ram
1012994,1018362,18832,2017,1636,Nissan
1154055,1169592,27633,2017,13448,Toyota
851109,856476,15988,2017,15005,Jeep
460208,465575,17300,2014,27754,Chevrolet
958958,964326,9988,2014,85405,Mazda
616102,621469,9993,2014,85689,Ford
723272,728639,24871,2013,94405,GMC
156910,156911,26975,2012,46499,BMW
749000,754367,15450,2015,36354,Honda
891335,896702,14936,2015,18834,Kia
1051571,1056939,17988,2016,3513,Nissan
402067,407434,36488,2012,19921,Jaguar
9788,9789,50799,2016,22544,GMC
1125960,1141089,19987,2017,10148,Toyota
185009,185010,19991,2014,27008,Acura
819629,824996,18995,2015,49875,Hyundai
681222,686589,26798,2008,84592,Ford
104258,104259,25950,2013,52101,Chevrolet
466842,472209,9790,2013,70290,Chevrolet
760567,765934,13547,2009,67309,Honda
319167,323217,18788,2017,14588,Toyota
257557,257558,39995,2017,2299,Mercedes-Benz
576321,581688,23995,2014,15227,Dodge
728764,734131,31688,2014,78544,GMC
1045321,1050689,15200,2016,36113,Nissan
340556,345692,29990,2015,29213,Toyota
305364,309414,16699,2015,23413,Subaru
1017087,1022455,16500,2016,5899,Nissan
477159,482526,18791,2014,47568,Chevrolet
489897,495264,19997,2012,91138,Chevrolet
945616,950984,24995,2014,28439,Lincoln
933415,938782,26999,2013,49401,Lexus
152237,152238,48995,2018,2918,BMW
579666,585033,30079,2016,2180,Dodge
1113470,1128599,12980,2015,40989,Toyota
869406,874773,24919,2011,19100,Jeep
845510,850877,16481,2017,16753,Jeep
852553,857920,19497,2015,38439,Jeep
477912,483279,18950,2014,54531,Chevrolet
1119830,1134959,15992,2014,21131,Toyota
705039,710406,49995,2014,40561,Ford
1141055,1156186,18922,2015,57946,Toyota
677140,682507,32495,2016,20714,Ford
221741,221742,14294,2016,43091,Kia
767488,772855,17980,2012,38687,Honda
582017,587384,8900,2008,123919,Dodge
1059847,1065215,15395,2014,92939,Nissan
1007122,1012490,14491,2015,23877,Nissan
1148122,1163346,11352,2011,94031,Toyota
796878,802245,12331,2015,31301,Hyundai
668655,674022,25991,2016,33856,Ford
1117536,1132665,17200,2017,30982,Toyota
889302,894669,12998,2016,32426,Kia
524299,529666,17990,2008,253501,Chevrolet
344800,350043,29021,2014,76251,Toyota
738542,743909,60798,2016,23500,GMC
907091,912458,18980,2016,28942,Kia
59645,59646,12989,2014,45827,Ford
550125,555492,21940,2014,41827,Chrysler
980909,986277,29995,2013,54022,Mercedes-Benz
860335,865702,6995,2007,124038,Jeep
121985,121986,9795,2014,51074,Chevrolet
263311,263312,17999,2014,30157,MINI
1100463,1115592,17679,2013,40873,Subaru
185478,185479,16999,2014,57243,Acura
902427,907794,17499,2014,61601,Kia
689364,694731,28000,2014,83162,Ford
213445,213446,18883,2011,85471,Jeep
112188,112189,20000,2013,88618,Chevrolet
297576,297577,68997,2013,7800,Porsche
52115,52116,15000,2010,53386,Ford
1194209,1210997,11995,2014,41206,Volkswagen
659044,664411,23995,2014,57543,Ford
836092,841459,31614,2017,5666,INFINITI
78651,78652,18455,2016,34790,Dodge
487866,493233,28800,2015,9011,Chevrolet
1151245,1166566,17773,2013,56474,Toyota
663190,668557,29230,2015,6821,Ford
16146,16147,25200,2014,43345,GMC
201386,201387,11988,2008,151095,Acura
437077,442444,14600,2015,28422,Chevrolet
889145,894512,12760,2016,39575,Kia
952491,957859,7469,2010,77044,Mazda
762848,768215,22990,2016,14585,Honda
357109,362475,15900,2012,107668,Volkswagen
919170,924537,24485,2012,77780,Land
12843,12844,23000,2013,80969,GMC
1199,1200,9799,2012,37419,Ford
724189,729556,21998,2011,110366,GMC
34429,34430,33997,2016,15709,Ford
643795,649162,19995,2013,65277,Ford
753710,759077,14995,2016,93822,Honda
1171788,1188357,13995,2005,150511,Toyota
297009,297010,44800,2015,41094,Porsche
552636,558003,17900,2012,42697,Chrysler
665920,671287,5999,2010,179000,Ford
11137,11138,10899,2008,112855,GMC
861180,866547,4995,2008,158501,Jeep
439502,444869,11995,2012,25527,Chevrolet
221115,221116,10997,2013,55789,Kia
217744,217745,14990,2017,11126,Kia
71909,71910,12949,2016,43585,Dodge
344388,349622,35853,2015,22567,Toyota
464405,469772,14950,2015,83211,Chevrolet
1162819,1179031,23988,2013,75191,Toyota
684635,690002,29988,2017,22212,Ford
861726,867093,15898,2010,51332,Jeep
82691,82692,11599,2016,21447,Dodge
964593,969961,14995,2011,53735,Mercedes-Benz
942207,947575,59949,2015,24023,Lexus
321973,326023,16897,2016,39876,Toyota
648588,653955,21705,2013,60842,Ford
783419,788786,20500,2013,90389,Honda
560965,566332,10500,2016,40344,Dodge
512746,518113,33000,2014,14481,Chevrolet
332375,336511,22547,2015,32827,Toyota
193227,193228,11994,2011,86762,BMW
102891,102892,6995,2006,98013,Chevrolet
1171212,1187776,12791,2013,83816,Toyota
419558,424925,35895,2017,19489,Buick
907245,912612,8500,2008,58217,Kia
362062,367429,10470,2011,81461,Honda
536784,542151,49963,2015,49085,Chevrolet
923218,928585,21991,2013,45328,Lexus
241615,241616,5995,2007,93182,Lincoln
760004,765371,19826,2014,26438,Honda
1107284,1122413,33798,2017,4390,Subaru
397393,402760,6900,2006,109857,INFINITI
699283,704650,13999,2007,143000,Ford
315959,320009,16999,2017,9249,Toyota
548754,554121,21995,2016,36200,Chrysler
97401,97402,28713,2012,67872,Chevrolet
86569,86570,19777,2016,40561,Chrysler
33107,33108,1998,2000,222200,Ford
95097,95098,36900,2014,74000,Chevrolet
463363,468730,9750,2013,65944,Chevrolet
127790,127791,15995,2015,38719,Chevrolet
535491,540858,46997,2014,9905,Chevrolet
975474,980842,21594,2013,73988,Mercedes-Benz
271685,271686,12992,2014,23918,Nissan
254363,254364,12995,2010,94184,Mercedes-Benz
427679,433046,32700,2016,14871,Cadillac
289695,289696,19685,2014,53540,Nissan
787385,792752,26887,2014,70347,Honda
957360,962728,16486,2014,39574,Mazda
110064,110065,29624,2016,22897,Chevrolet
914402,919769,19749,2014,34322,Kia
197894,197895,23896,2014,29392,Audi
253843,253844,29997,2015,21568,Mercedes-Benz
814153,819520,13995,2015,16642,Hyundai
1157357,1173156,20998,2012,52526,Toyota
262116,262117,3145,2005,161421,Mercury
1042582,1047950,12000,2011,85119,Nissan
578883,584250,23981,2017,15606,Dodge
183007,183008,30968,2016,17204,Acura
226400,226401,14388,2014,51164,Kia
1195691,1212479,12995,2013,67003,Volkswagen
686862,692229,33445,2014,35313,Ford
391414,396781,18855,2017,18187,Hyundai
280673,280674,18455,2016,36263,Nissan
1057821,1063189,27998,2017,19462,Nissan
230298,230299,16095,2015,44749,Kia
941487,946855,45200,2014,27210,Lexus
837979,843346,30000,2016,21963,INFINITI
766749,772116,14498,2012,86418,Honda
1207279,1224071,6503,2012,91614,Volkswagen
853264,858631,17000,2017,11734,Jeep
770558,775925,28730,2017,8506,Honda
110086,110087,5000,2002,191751,Chevrolet
666598,671965,31499,2017,16153,Ford
933648,939015,25950,2013,65895,Lexus
569391,574758,11493,2010,107739,Dodge
305941,309991,19500,2015,19931,Subaru
955681,961049,17900,2017,7505,Mazda
251257,251258,15977,2012,42730,Mercedes-Benz
332762,336921,20480,2012,36944,Toyota
1016619,1021987,13288,2014,14930,Nissan
1181778,1198459,36199,2015,46675,Toyota
32937,32938,33986,2017,20630,Ford
990472,995840,66950,2015,20994,Mercedes-Benz
373767,379134,24809,2014,36469,Honda
528096,533463,34200,2017,5586,Chevrolet
190957,190958,17995,2014,29601,BMW
1097233,1112362,18850,2014,44552,Subaru
1174077,1190676,30995,2016,32417,Toyota
768340,773707,16504,2012,49829,Honda
749095,754462,13590,2009,44563,Honda
88730,88731,7390,2010,106114,Chrysler
379447,384814,29997,2015,31767,Honda
710410,715777,18664,2014,51834,GMC
18287,18288,10900,2007,54504,GMC
815310,820677,16500,2015,47007,Hyundai
334985,339422,15995,2015,27981,Toyota
51185,51186,21995,2015,14411,Ford
153134,153135,45994,2017,5,BMW
679760,685127,18769,2011,165614,Ford
717645,723012,26951,2014,18674,GMC
328693,332746,9990,2010,99642,Toyota
410154,415521,17900,2017,30460,Buick
633726,639093,23700,2017,18080,Ford
182366,182367,28700,2015,41187,Acura
789374,794741,39995,2017,21313,Honda
441503,446870,17600,2017,24646,Chevrolet
591475,596842,26995,2006,116918,Dodge
79069,79070,18793,2015,17986,Dodge
341148,346315,7800,2000,162768,Toyota
691507,696874,31990,2016,20553,Ford
740947,746314,13999,2015,31091,Honda
784417,789784,28400,2015,33227,Honda
416451,421818,14169,2015,30530,Buick
909790,915157,11299,2011,101595,Kia
1015600,1020968,16313,2015,17002,Nissan
762354,767721,23998,2016,8817,Honda
443874,449241,14917,2017,17700,Chevrolet
574155,579522,16944,2016,53959,Dodge
171987,171988,8990,2006,77769,BMW
873788,879155,28995,2014,33060,Jeep
560255,565622,10499,2016,43339,Dodge
1057817,1063185,23590,2016,23624,Nissan
583741,589108,8150,2004,157761,Dodge
780879,786246,14595,2014,149758,Honda
539861,545228,58990,2017,5449,Chevrolet
662715,668082,14985,2011,70415,Ford
178612,178613,10495,2009,79734,Audi
247283,247284,7982,2009,98442,Mazda
725535,730902,27988,2013,69320,GMC
525459,530826,44998,2015,18877,Chevrolet
569716,575083,6284,2008,97802,Dodge
351666,357031,10401,2013,83452,Volkswagen
669641,675008,27880,2014,54700,Ford
540931,546298,10701,2015,43449,Chrysler
1020926,1026294,9641,2015,40447,Nissan
248148,248149,16259,2014,39665,Mazda
1019708,1025076,14443,2016,36709,Nissan
904345,909712,16999,2016,22704,Kia
393494,398861,2500,2005,151630,Hyundai
557266,562633,6990,2011,83467,Dodge
787024,792391,30966,2015,35360,Honda
1193085,1209873,13980,2014,22226,Volkswagen
246066,246067,9983,2012,55178,Mazda
758225,763592,20985,2016,11611,Honda
1122469,1137598,9450,2010,73050,Toyota
759018,764385,6390,2009,112241,Honda
819246,824613,21915,2015,26218,Hyundai
1027416,1032784,6999,2012,72245,Nissan
1133594,1148723,19950,2015,4680,Toyota
208537,208538,15997,2015,47296,Jeep
750299,755666,14743,2015,28245,Honda
863197,868564,31995,2016,10235,Jeep
179890,179891,159007,2014,17719,Aston
1131109,1146238,12900,2012,80722,Toyota
34480,34481,33939,2017,16957,Ford
161083,161084,11995,2007,80433,BMW
517939,523306,16238,2014,43456,Chevrolet
765489,770856,18990,2014,36785,Honda
614140,619507,7977,2013,84097,Ford
355822,361187,17800,2014,33638,Volkswagen
1047147,1052515,30995,2017,19635,Nissan
1089476,1104605,14998,2016,20463,Scion
279028,279029,10900,2013,83395,Nissan
206049,206050,19995,2016,24259,Jeep
20003,20004,62100,2012,47572,Ford
536825,542192,53550,2016,20955,Chevrolet
833134,838501,21475,2014,53296,INFINITI
65572,65573,8977,2015,41936,Ford
21597,21598,38445,2011,74611,Ford
593455,598822,5000,2012,66947,FIAT
471871,477238,18789,2016,23529,Chevrolet
449203,454570,15991,2015,45299,Chevrolet
583051,588418,14995,2005,109371,Dodge
472459,477826,16697,2016,43159,Chevrolet
763368,768735,17999,2014,12350,Honda
1040232,1045600,13995,2010,84492,Nissan
639115,644482,14997,2013,109627,Ford
300339,302598,22555,2012,123404,Ram
619982,625349,16450,2016,48522,Ford
242825,242826,26500,2016,10878,Lincoln
9026,9027,33512,2015,31057,GMC
531070,536437,30647,2008,99647,Chevrolet
182205,182206,35990,2017,6631,Acura
1071778,1077146,15991,2006,67712,Pontiac
830689,836056,18995,2013,25178,INFINITI
156211,156212,39900,2017,11677,BMW
921681,927048,6695,2007,121433,Lexus
793109,798476,13100,2017,43880,Hyundai
610728,616095,16753,2015,33498,Ford
316892,320942,13978,2014,29792,Toyota
726166,731533,19999,2007,100724,GMC
307266,311316,19750,2015,27772,Subaru
42641,42642,10488,2012,23000,Ford
25956,25957,16985,2006,168401,Ford
499305,504672,22000,2011,33723,Chevrolet
658801,664168,17995,2012,111345,Ford
854092,859459,18950,2014,40070,Jeep
82159,82160,13750,2015,29791,Dodge
557075,562442,24991,2014,39360,Chrysler
681118,686485,17900,2014,43543,Ford
547326,552693,18900,2014,39317,Chrysler
348777,354141,41998,2014,20196,Toyota
1033965,1039333,7000,2006,115964,Nissan
294972,294973,9995,2007,133655,Nissan
728951,734318,26944,2014,79983,GMC
767456,772823,16968,2014,48578,Honda
790741,796108,24890,2013,75848,Honda
1052486,1057854,25900,2016,13236,Nissan
76194,76195,19982,2016,29356,Dodge
1028997,1034365,18900,2014,45383,Nissan
320450,324500,15908,2016,40469,Toyota
1031801,1037169,3999,2008,94907,Nissan
268790,268791,14877,2017,7000,Nissan
679136,684503,2395,2000,220896,Ford
297639,297640,78695,2015,18931,Porsche
292108,292109,4995,2007,135986,Nissan
238127,238128,33086,2015,8329,Lexus
176471,176472,14999,2011,96205,Audi
859065,864432,27991,2016,8823,Jeep
1067639,1073007,32749,2015,18809,Nissan
898468,903835,9888,2013,31483,Kia
602717,608084,10861,2015,41709,Ford
143317,143318,18988,2014,30363,Cadillac
353744,359109,17000,2016,27716,Volkswagen
479632,484999,2995,2000,76384,Chevrolet
1194634,1211422,13583,2013,46953,Volkswagen
667011,672378,24500,2014,87293,Ford
549081,554448,27995,2017,18246,Chrysler
859427,864794,19991,2015,24109,Jeep
1172327,1188903,28950,2015,59197,Toyota
973006,978374,35000,2016,8336,Mercedes-Benz
890208,895575,14295,2015,19381,Kia
325544,329594,14988,2014,65418,Toyota
998470,1003838,11900,2015,27263,Mitsubishi
639930,645297,9900,2006,94085,Ford
1040807,1046175,14995,2007,33746,Nissan
1060658,1066026,14911,2009,86570,Nissan
772165,777532,9995,2008,93124,Honda
849855,855222,20991,2017,20960,Jeep
733022,738389,46142,2016,10354,GMC
941845,947213,53300,2015,20306,Lexus
417643,423010,30800,2017,29536,Buick
972196,977564,31694,2015,24024,Mercedes-Benz
187593,187594,26500,2014,31341,BMW
1033955,1039323,18982,2016,16870,Nissan
509974,515341,14980,2008,111990,Chevrolet
1180879,1197546,35000,2014,43080,Toyota
394031,399398,18995,2013,30102,Hyundai
991211,996579,93990,2015,16228,Mercedes-Benz
269871,269872,11995,2013,41015,Nissan
321454,325504,6999,2009,138376,Toyota
1104638,1119767,25825,2016,48760,Subaru
1214595,1231388,28995,2017,19015,Volvo
163047,163048,28900,2014,41732,BMW
933734,939101,9999,2005,183552,Lexus
843900,849267,44800,2016,4673,Jaguar
1035730,1041098,8295,2014,45935,Nissan
832423,837790,25750,2016,21137,INFINITI
683952,689319,20550,2009,133621,Ford
437216,442583,16400,2017,30406,Chevrolet
91697,91698,7987,2007,129319,Chrysler
980564,985932,19999,2006,43326,Mercedes-Benz
224936,224937,12330,2016,47500,Kia
639416,644783,13995,2012,108093,Ford
265420,265421,4595,2006,141534,Mitsubishi
380369,385736,13597,2017,37142,Hyundai
12339,12340,14995,2004,165711,GMC
545501,550868,15000,2015,43226,Chrysler
47876,47877,7999,2008,133240,Ford
170669,170670,18500,2013,34095,BMW
358197,363563,6994,2011,90230,Volkswagen
701990,707357,44988,2017,26854,Ford
1138860,1153990,20480,2015,23665,Toyota
917327,922694,19750,2013,59581,Land
822726,828093,16987,2013,69015,Hyundai
519099,524466,14550,2011,100232,Chevrolet
193664,193665,10495,2008,78622,BMW
855040,860407,11299,2014,81830,Jeep
37503,37504,16990,2003,82896,Ford
889443,894810,4995,2009,69841,Kia
1121987,1137116,8000,2009,74778,Toyota
99220,99221,5987,2004,244719,Chevrolet
797379,802746,11989,2015,23962,Hyundai
1130552,1145681,10900,2012,91592,Toyota
965425,970793,19450,2013,37389,Mercedes-Benz
732965,738332,41490,2016,33621,GMC
699781,705148,46764,2017,16089,Ford
173711,173712,178500,2016,5222,Bentley
434239,439606,59800,2016,8965,Cadillac
506134,511501,21295,2011,116812,Chevrolet
1091225,1106354,6995,2008,82000,Scion
433424,438791,32995,2016,24578,Cadillac
835575,840942,23450,2014,71798,INFINITI
92640,92641,42895,2015,36663,Chevrolet
714592,719959,21971,2014,32129,GMC
522033,527400,32353,2013,101889,Chevrolet
691248,696615,42703,2016,9815,Ford
1084306,1096873,42600,2017,12258,Ram
21445,21446,49480,2015,50809,Ford
